Column,time,hours,minutes,pedestrians,bicyclists,cars,buses,trucks,location,long,lat,total
3323,2019-11-03T16:30:00Z,16,30,81,4,424,12,2,South_Gate_Northern_View,38.982292,-76.938112,523
3324,2019-11-03T16:45:00Z,16,45,56,6,479,4,3,South_Gate_Northern_View,38.982292,-76.938112,548
3325,2019-11-03T17:00:00Z,17,00,76,8,464,5,3,South_Gate_Northern_View,38.982292,-76.938112,556
3326,2019-11-03T17:15:00Z,17,15,109,8,523,1,0,South_Gate_Northern_View,38.982292,-76.938112,641
3327,2019-11-03T17:30:00Z,17,30,89,12,515,5,4,South_Gate_Northern_View,38.982292,-76.938112,625
3328,2019-11-03T17:45:00Z,17,45,155,10,474,6,3,South_Gate_Northern_View,38.982292,-76.938112,648
3329,2019-11-03T18:00:00Z,18,00,127,36,557,1,3,South_Gate_Northern_View,38.982292,-76.938112,724
3330,2019-11-03T18:15:00Z,18,15,85,16,525,4,2,South_Gate_Northern_View,38.982292,-76.938112,632
3331,2019-11-03T18:30:00Z,18,30,102,6,471,4,3,South_Gate_Northern_View,38.982292,-76.938112,586
3332,2019-11-03T18:45:00Z,18,45,134,15,534,7,3,South_Gate_Northern_View,38.982292,-76.938112,693
3333,2019-11-03T19:00:00Z,19,00,106,6,499,3,1,South_Gate_Northern_View,38.982292,-76.938112,615
3334,2019-11-03T19:15:00Z,19,15,106,9,491,5,1,South_Gate_Northern_View,38.982292,-76.938112,612
3335,2019-11-03T19:30:00Z,19,30,66,7,528,3,2,South_Gate_Northern_View,38.982292,-76.938112,606
3336,2019-11-03T19:45:00Z,19,45,48,4,505,5,0,South_Gate_Northern_View,38.982292,-76.938112,562
3337,2019-11-03T20:00:00Z,20,00,61,9,434,6,5,South_Gate_Northern_View,38.982292,-76.938112,515
3338,2019-11-03T20:15:00Z,20,15,41,3,443,6,4,South_Gate_Northern_View,38.982292,-76.938112,497
3339,2019-11-03T20:30:00Z,20,30,60,1,470,2,2,South_Gate_Northern_View,38.982292,-76.938112,535
3340,2019-11-03T20:45:00Z,20,45,94,3,489,4,0,South_Gate_Northern_View,38.982292,-76.938112,590
3341,2019-11-03T21:00:00Z,21,00,153,21,551,7,0,South_Gate_Northern_View,38.982292,-76.938112,732
3342,2019-11-03T21:15:00Z,21,15,163,13,630,0,3,South_Gate_Northern_View,38.982292,-76.938112,809
3343,2019-11-03T21:30:00Z,21,30,124,23,566,6,3,South_Gate_Northern_View,38.982292,-76.938112,722
3344,2019-11-03T21:45:00Z,21,45,109,27,556,4,0,South_Gate_Northern_View,38.982292,-76.938112,696
3345,2019-11-03T22:00:00Z,22,00,166,7,641,4,7,South_Gate_Northern_View,38.982292,-76.938112,825
3346,2019-11-03T22:15:00Z,22,15,110,10,519,4,2,South_Gate_Northern_View,38.982292,-76.938112,645
3347,2019-11-03T22:30:00Z,22,30,72,13,283,2,0,South_Gate_Northern_View,38.982292,-76.938112,370
3348,2019-11-03T22:45:00Z,22,45,54,1,343,7,1,South_Gate_Northern_View,38.982292,-76.938112,406
3349,2019-11-03T23:00:00Z,23,00,48,2,273,4,1,South_Gate_Northern_View,38.982292,-76.938112,328
3350,2019-11-03T23:15:00Z,23,15,28,0,221,6,2,South_Gate_Northern_View,38.982292,-76.938112,257
3351,2019-11-03T23:30:00Z,23,30,41,0,320,6,0,South_Gate_Northern_View,38.982292,-76.938112,367
3352,2019-11-03T23:45:00Z,23,45,43,0,246,5,0,South_Gate_Northern_View,38.982292,-76.938112,294
3353,2019-11-04T00:00:00Z,00,00,38,0,216,5,0,South_Gate_Northern_View,38.982292,-76.938112,259
3354,2019-11-04T00:15:00Z,00,15,32,0,214,5,0,South_Gate_Northern_View,38.982292,-76.938112,251
3355,2019-11-04T00:30:00Z,00,30,42,0,204,6,1,South_Gate_Northern_View,38.982292,-76.938112,253
3356,2019-11-04T00:45:00Z,00,45,30,3,250,7,0,South_Gate_Northern_View,38.982292,-76.938112,290
3357,2019-11-04T01:00:00Z,01,00,32,0,215,5,1,South_Gate_Northern_View,38.982292,-76.938112,253
3358,2019-11-04T01:15:00Z,01,15,20,1,203,6,0,South_Gate_Northern_View,38.982292,-76.938112,230
3359,2019-11-04T01:30:00Z,01,30,44,0,146,6,1,South_Gate_Northern_View,38.982292,-76.938112,197
3360,2019-11-04T01:45:00Z,01,45,15,0,173,6,2,South_Gate_Northern_View,38.982292,-76.938112,196
3361,2019-11-04T02:00:00Z,02,00,27,0,162,7,0,South_Gate_Northern_View,38.982292,-76.938112,196
3362,2019-11-04T02:15:00Z,02,15,30,4,86,4,1,South_Gate_Northern_View,38.982292,-76.938112,125
3363,2019-11-04T02:30:00Z,02,30,9,3,113,5,0,South_Gate_Northern_View,38.982292,-76.938112,130
3364,2019-11-04T02:45:00Z,02,45,28,0,100,6,0,South_Gate_Northern_View,38.982292,-76.938112,134
3365,2019-11-04T03:00:00Z,03,00,4,0,95,5,1,South_Gate_Northern_View,38.982292,-76.938112,105
3366,2019-11-04T03:15:00Z,03,15,5,0,101,7,1,South_Gate_Northern_View,38.982292,-76.938112,114
3367,2019-11-04T03:30:00Z,03,30,8,0,92,8,0,South_Gate_Northern_View,38.982292,-76.938112,108
3368,2019-11-04T03:45:00Z,03,45,4,0,61,10,0,South_Gate_Northern_View,38.982292,-76.938112,75
3369,2019-11-04T04:00:00Z,04,00,5,4,104,5,1,South_Gate_Northern_View,38.982292,-76.938112,119
3370,2019-11-04T04:15:00Z,04,15,6,0,66,7,2,South_Gate_Northern_View,38.982292,-76.938112,81
3371,2019-11-04T04:30:00Z,04,30,0,0,76,3,0,South_Gate_Northern_View,38.982292,-76.938112,79
3372,2019-11-04T04:45:00Z,04,45,3,0,72,7,2,South_Gate_Northern_View,38.982292,-76.938112,84
3373,2019-11-04T05:00:00Z,05,00,4,0,61,7,0,South_Gate_Northern_View,38.982292,-76.938112,72
3374,2019-11-04T05:15:00Z,05,15,1,0,39,3,0,South_Gate_Northern_View,38.982292,-76.938112,43
3375,2019-11-04T05:30:00Z,05,30,0,0,41,5,0,South_Gate_Northern_View,38.982292,-76.938112,46
3376,2019-11-04T05:45:00Z,05,45,0,0,34,8,0,South_Gate_Northern_View,38.982292,-76.938112,42
3377,2019-11-04T06:00:00Z,06,00,6,0,38,4,1,South_Gate_Northern_View,38.982292,-76.938112,49
3378,2019-11-04T06:15:00Z,06,15,1,0,40,4,1,South_Gate_Northern_View,38.982292,-76.938112,46
3379,2019-11-04T06:30:00Z,06,30,1,0,40,1,0,South_Gate_Northern_View,38.982292,-76.938112,42
3380,2019-11-04T06:45:00Z,06,45,0,0,25,5,1,South_Gate_Northern_View,38.982292,-76.938112,31
3381,2019-11-04T07:00:00Z,07,00,0,0,14,4,0,South_Gate_Northern_View,38.982292,-76.938112,18
3382,2019-11-04T07:15:00Z,07,15,0,0,14,3,0,South_Gate_Northern_View,38.982292,-76.938112,17
3383,2019-11-04T07:30:00Z,07,30,1,0,13,1,0,South_Gate_Northern_View,38.982292,-76.938112,15
3384,2019-11-04T07:45:00Z,07,45,1,0,6,3,1,South_Gate_Northern_View,38.982292,-76.938112,11
3385,2019-11-04T08:00:00Z,08,00,0,0,13,0,0,South_Gate_Northern_View,38.982292,-76.938112,13
3386,2019-11-04T08:15:00Z,08,15,0,0,15,0,0,South_Gate_Northern_View,38.982292,-76.938112,15
3387,2019-11-04T08:30:00Z,08,30,0,0,13,0,0,South_Gate_Northern_View,38.982292,-76.938112,13
3388,2019-11-04T08:45:00Z,08,45,0,0,12,0,0,South_Gate_Northern_View,38.982292,-76.938112,12
3389,2019-11-04T09:00:00Z,09,00,1,0,15,0,0,South_Gate_Northern_View,38.982292,-76.938112,16
3390,2019-11-04T09:15:00Z,09,15,0,0,20,0,0,South_Gate_Northern_View,38.982292,-76.938112,20
3391,2019-11-04T09:30:00Z,09,30,0,0,12,0,0,South_Gate_Northern_View,38.982292,-76.938112,12
3392,2019-11-04T09:45:00Z,09,45,0,0,17,1,0,South_Gate_Northern_View,38.982292,-76.938112,18
3393,2019-11-04T10:00:00Z,10,00,0,0,30,0,0,South_Gate_Northern_View,38.982292,-76.938112,30
3394,2019-11-04T10:15:00Z,10,15,0,0,25,0,0,South_Gate_Northern_View,38.982292,-76.938112,25
3395,2019-11-04T10:30:00Z,10,30,0,0,37,1,0,South_Gate_Northern_View,38.982292,-76.938112,38
3396,2019-11-04T10:45:00Z,10,45,3,0,34,2,0,South_Gate_Northern_View,38.982292,-76.938112,39
3397,2019-11-04T11:00:00Z,11,00,1,0,71,2,0,South_Gate_Northern_View,38.982292,-76.938112,74
3398,2019-11-04T11:15:00Z,11,15,14,4,141,5,0,South_Gate_Northern_View,38.982292,-76.938112,164
3399,2019-11-04T11:30:00Z,11,30,5,5,202,5,12,South_Gate_Northern_View,38.982292,-76.938112,229
3400,2019-11-04T11:45:00Z,11,45,12,1,252,8,20,South_Gate_Northern_View,38.982292,-76.938112,293
3401,2019-11-04T12:00:00Z,12,00,7,1,283,6,10,South_Gate_Northern_View,38.982292,-76.938112,307
3402,2019-11-04T12:15:00Z,12,15,11,3,251,8,17,South_Gate_Northern_View,38.982292,-76.938112,290
3403,2019-11-04T12:30:00Z,12,30,24,3,265,7,14,South_Gate_Northern_View,38.982292,-76.938112,313
3404,2019-11-04T12:45:00Z,12,45,38,1,209,9,17,South_Gate_Northern_View,38.982292,-76.938112,274
3405,2019-11-04T13:00:00Z,13,00,32,15,196,17,9,South_Gate_Northern_View,38.982292,-76.938112,269
3406,2019-11-04T13:15:00Z,13,15,45,4,220,12,16,South_Gate_Northern_View,38.982292,-76.938112,297
3407,2019-11-04T13:30:00Z,13,30,83,11,218,20,13,South_Gate_Northern_View,38.982292,-76.938112,345
3408,2019-11-04T13:45:00Z,13,45,149,19,216,17,8,South_Gate_Northern_View,38.982292,-76.938112,409
3409,2019-11-04T14:00:00Z,14,00,62,7,268,19,17,South_Gate_Northern_View,38.982292,-76.938112,373
3410,2019-11-04T14:15:00Z,14,15,65,14,211,21,13,South_Gate_Northern_View,38.982292,-76.938112,324
3411,2019-11-04T14:30:00Z,14,30,142,14,237,31,5,South_Gate_Northern_View,38.982292,-76.938112,429
3412,2019-11-04T14:45:00Z,14,45,225,43,187,30,10,South_Gate_Northern_View,38.982292,-76.938112,495
3413,2019-11-04T15:00:00Z,15,00,68,8,262,27,12,South_Gate_Northern_View,38.982292,-76.938112,377
3414,2019-11-04T15:15:00Z,15,15,86,4,237,33,8,South_Gate_Northern_View,38.982292,-76.938112,368
3415,2019-11-04T15:30:00Z,15,30,217,12,269,20,14,South_Gate_Northern_View,38.982292,-76.938112,532
3416,2019-11-04T15:45:00Z,15,45,349,36,230,19,7,South_Gate_Northern_View,38.982292,-76.938112,641
3417,2019-11-04T16:00:00Z,16,00,185,26,298,31,26,South_Gate_Northern_View,38.982292,-76.938112,566
3418,2019-11-04T16:15:00Z,16,15,118,14,203,14,16,South_Gate_Northern_View,38.982292,-76.938112,365
3419,2019-11-04T16:30:00Z,16,30,142,16,292,8,11,South_Gate_Northern_View,38.982292,-76.938112,469
3420,2019-11-04T16:45:00Z,16,45,315,37,345,6,4,South_Gate_Northern_View,38.982292,-76.938112,707
3421,2019-11-04T17:00:00Z,17,00,392,51,316,10,17,South_Gate_Northern_View,38.982292,-76.938112,786
3422,2019-11-04T17:15:00Z,17,15,341,31,336,6,10,South_Gate_Northern_View,38.982292,-76.938112,724
3423,2019-11-04T17:30:00Z,17,30,214,17,397,9,18,South_Gate_Northern_View,38.982292,-76.938112,655
3424,2019-11-04T17:45:00Z,17,45,330,30,388,9,11,South_Gate_Northern_View,38.982292,-76.938112,768
3425,2019-11-04T18:00:00Z,18,00,260,42,388,5,9,South_Gate_Northern_View,38.982292,-76.938112,704
3426,2019-11-04T18:15:00Z,18,15,162,29,332,8,15,South_Gate_Northern_View,38.982292,-76.938112,546
3427,2019-11-04T18:30:00Z,18,30,342,45,355,4,19,South_Gate_Northern_View,38.982292,-76.938112,765
3428,2019-11-04T18:45:00Z,18,45,475,86,424,10,18,South_Gate_Northern_View,38.982292,-76.938112,1013
3429,2019-11-04T19:00:00Z,19,00,328,71,369,12,13,South_Gate_Northern_View,38.982292,-76.938112,793
3430,2019-11-04T19:15:00Z,19,15,215,70,409,4,11,South_Gate_Northern_View,38.982292,-76.938112,709
3431,2019-11-04T19:30:00Z,19,30,151,31,431,9,17,South_Gate_Northern_View,38.982292,-76.938112,639
3432,2019-11-04T19:45:00Z,19,45,256,50,450,9,8,South_Gate_Northern_View,38.982292,-76.938112,773
3433,2019-11-04T20:00:00Z,20,00,290,41,527,7,9,South_Gate_Northern_View,38.982292,-76.938112,874
3434,2019-11-04T20:15:00Z,20,15,341,58,423,13,3,South_Gate_Northern_View,38.982292,-76.938112,838
3435,2019-11-04T20:30:00Z,20,30,217,69,546,11,15,South_Gate_Northern_View,38.982292,-76.938112,858
3436,2019-11-04T20:45:00Z,20,45,275,69,444,9,10,South_Gate_Northern_View,38.982292,-76.938112,807
3437,2019-11-04T21:00:00Z,21,00,328,50,604,14,12,South_Gate_Northern_View,38.982292,-76.938112,1008
3438,2019-11-04T21:15:00Z,21,15,275,52,490,16,12,South_Gate_Northern_View,38.982292,-76.938112,845
3439,2019-11-04T21:30:00Z,21,30,306,30,589,14,9,South_Gate_Northern_View,38.982292,-76.938112,948
3440,2019-11-04T21:45:00Z,21,45,413,64,647,13,11,South_Gate_Northern_View,38.982292,-76.938112,1148
3441,2019-11-04T22:00:00Z,22,00,393,80,657,6,0,South_Gate_Northern_View,38.982292,-76.938112,1136
3442,2019-11-04T22:15:00Z,22,15,282,31,493,7,2,South_Gate_Northern_View,38.982292,-76.938112,815
3443,2019-11-04T22:30:00Z,22,30,88,0,280,4,0,South_Gate_Northern_View,38.982292,-76.938112,372
3444,2019-11-04T22:45:00Z,22,45,83,4,318,6,0,South_Gate_Northern_View,38.982292,-76.938112,411
3445,2019-11-04T23:00:00Z,23,00,96,10,309,9,0,South_Gate_Northern_View,38.982292,-76.938112,424
3446,2019-11-04T23:15:00Z,23,15,83,0,355,8,1,South_Gate_Northern_View,38.982292,-76.938112,447
3447,2019-11-04T23:30:00Z,23,30,60,1,291,4,0,South_Gate_Northern_View,38.982292,-76.938112,356
3448,2019-11-04T23:45:00Z,23,45,44,14,266,12,1,South_Gate_Northern_View,38.982292,-76.938112,337
3449,2019-11-05T00:00:00Z,00,00,74,5,270,7,1,South_Gate_Northern_View,38.982292,-76.938112,357
3450,2019-11-05T00:15:00Z,00,15,62,2,216,8,0,South_Gate_Northern_View,38.982292,-76.938112,288
3451,2019-11-05T00:30:00Z,00,30,38,6,213,11,4,South_Gate_Northern_View,38.982292,-76.938112,272
3452,2019-11-05T00:45:00Z,00,45,28,0,177,9,2,South_Gate_Northern_View,38.982292,-76.938112,216
3453,2019-11-05T01:00:00Z,01,00,55,0,160,8,2,South_Gate_Northern_View,38.982292,-76.938112,225
3454,2019-11-05T01:15:00Z,01,15,78,0,124,11,1,South_Gate_Northern_View,38.982292,-76.938112,214
3455,2019-11-05T01:30:00Z,01,30,72,18,123,10,3,South_Gate_Northern_View,38.982292,-76.938112,226
3456,2019-11-05T01:45:00Z,01,45,52,8,110,8,0,South_Gate_Northern_View,38.982292,-76.938112,178
3457,2019-11-05T02:00:00Z,02,00,60,6,120,10,1,South_Gate_Northern_View,38.982292,-76.938112,197
3458,2019-11-05T02:15:00Z,02,15,43,0,91,7,1,South_Gate_Northern_View,38.982292,-76.938112,142
3459,2019-11-05T02:30:00Z,02,30,40,0,103,9,2,South_Gate_Northern_View,38.982292,-76.938112,154
3460,2019-11-05T02:45:00Z,02,45,41,2,113,11,1,South_Gate_Northern_View,38.982292,-76.938112,168
3461,2019-11-05T03:00:00Z,03,00,36,3,85,10,1,South_Gate_Northern_View,38.982292,-76.938112,135
3462,2019-11-05T03:15:00Z,03,15,16,0,82,7,0,South_Gate_Northern_View,38.982292,-76.938112,105
3463,2019-11-05T03:30:00Z,03,30,13,5,75,11,1,South_Gate_Northern_View,38.982292,-76.938112,105
3464,2019-11-05T03:45:00Z,03,45,14,0,58,8,4,South_Gate_Northern_View,38.982292,-76.938112,84
3465,2019-11-05T04:00:00Z,04,00,13,1,75,9,3,South_Gate_Northern_View,38.982292,-76.938112,101
3466,2019-11-05T04:15:00Z,04,15,19,1,49,12,1,South_Gate_Northern_View,38.982292,-76.938112,82
3467,2019-11-05T04:30:00Z,04,30,7,2,48,5,1,South_Gate_Northern_View,38.982292,-76.938112,63
3468,2019-11-05T04:45:00Z,04,45,26,0,44,9,0,South_Gate_Northern_View,38.982292,-76.938112,79
3469,2019-11-05T05:00:00Z,05,00,16,0,42,9,1,South_Gate_Northern_View,38.982292,-76.938112,68
3470,2019-11-05T05:15:00Z,05,15,15,0,29,7,1,South_Gate_Northern_View,38.982292,-76.938112,52
3471,2019-11-05T05:30:00Z,05,30,5,0,23,8,0,South_Gate_Northern_View,38.982292,-76.938112,36
3472,2019-11-05T05:45:00Z,05,45,2,0,34,9,0,South_Gate_Northern_View,38.982292,-76.938112,45
3473,2019-11-05T06:00:00Z,06,00,4,0,20,7,3,South_Gate_Northern_View,38.982292,-76.938112,34
3474,2019-11-05T06:15:00Z,06,15,5,0,39,5,9,South_Gate_Northern_View,38.982292,-76.938112,58
3475,2019-11-05T06:30:00Z,06,30,1,0,35,1,1,South_Gate_Northern_View,38.982292,-76.938112,38
3476,2019-11-05T06:45:00Z,06,45,19,0,15,7,6,South_Gate_Northern_View,38.982292,-76.938112,47
3477,2019-11-05T07:00:00Z,07,00,13,0,21,4,13,South_Gate_Northern_View,38.982292,-76.938112,51
3478,2019-11-05T07:15:00Z,07,15,6,0,7,2,9,South_Gate_Northern_View,38.982292,-76.938112,24
3479,2019-11-05T07:30:00Z,07,30,3,0,6,4,11,South_Gate_Northern_View,38.982292,-76.938112,24
3480,2019-11-05T07:45:00Z,07,45,1,0,24,10,13,South_Gate_Northern_View,38.982292,-76.938112,48
3481,2019-11-05T08:00:00Z,08,00,2,0,11,0,7,South_Gate_Northern_View,38.982292,-76.938112,20
3482,2019-11-05T08:15:00Z,08,15,7,0,13,2,8,South_Gate_Northern_View,38.982292,-76.938112,30
3483,2019-11-05T08:30:00Z,08,30,1,0,17,0,0,South_Gate_Northern_View,38.982292,-76.938112,18
3484,2019-11-05T08:45:00Z,08,45,1,0,17,2,17,South_Gate_Northern_View,38.982292,-76.938112,37
3485,2019-11-05T09:00:00Z,09,00,0,0,18,0,1,South_Gate_Northern_View,38.982292,-76.938112,19
3486,2019-11-05T09:15:00Z,09,15,1,0,11,2,0,South_Gate_Northern_View,38.982292,-76.938112,14
3487,2019-11-05T09:30:00Z,09,30,0,0,25,1,0,South_Gate_Northern_View,38.982292,-76.938112,26
3488,2019-11-05T09:45:00Z,09,45,0,0,29,0,2,South_Gate_Northern_View,38.982292,-76.938112,31
3489,2019-11-05T10:00:00Z,10,00,0,0,32,0,0,South_Gate_Northern_View,38.982292,-76.938112,32
3490,2019-11-05T10:15:00Z,10,15,0,0,16,2,1,South_Gate_Northern_View,38.982292,-76.938112,19
3491,2019-11-05T10:30:00Z,10,30,1,0,33,0,1,South_Gate_Northern_View,38.982292,-76.938112,35
3492,2019-11-05T10:45:00Z,10,45,1,0,48,0,0,South_Gate_Northern_View,38.982292,-76.938112,49
3493,2019-11-05T11:00:00Z,11,00,0,0,88,2,0,South_Gate_Northern_View,38.982292,-76.938112,90
3494,2019-11-05T11:15:00Z,11,15,7,1,159,4,2,South_Gate_Northern_View,38.982292,-76.938112,173
3495,2019-11-05T11:30:00Z,11,30,7,2,190,6,8,South_Gate_Northern_View,38.982292,-76.938112,213
3496,2019-11-05T11:45:00Z,11,45,14,0,325,7,15,South_Gate_Northern_View,38.982292,-76.938112,361
3497,2019-11-05T12:00:00Z,12,00,12,0,278,6,26,South_Gate_Northern_View,38.982292,-76.938112,322
3498,2019-11-05T12:15:00Z,12,15,17,4,276,8,17,South_Gate_Northern_View,38.982292,-76.938112,322
3499,2019-11-05T12:30:00Z,12,30,47,13,268,7,11,South_Gate_Northern_View,38.982292,-76.938112,346
3500,2019-11-05T12:45:00Z,12,45,97,6,271,9,5,South_Gate_Northern_View,38.982292,-76.938112,388
3501,2019-11-05T13:00:00Z,13,00,54,4,283,13,16,South_Gate_Northern_View,38.982292,-76.938112,370
3502,2019-11-05T13:15:00Z,13,15,32,1,262,16,19,South_Gate_Northern_View,38.982292,-76.938112,330
3503,2019-11-05T13:30:00Z,13,30,44,11,293,21,18,South_Gate_Northern_View,38.982292,-76.938112,387
3504,2019-11-05T13:45:00Z,13,45,73,5,247,27,15,South_Gate_Northern_View,38.982292,-76.938112,367
3505,2019-11-05T14:00:00Z,14,00,299,11,307,39,15,South_Gate_Northern_View,38.982292,-76.938112,671
3506,2019-11-05T14:15:00Z,14,15,366,23,372,25,14,South_Gate_Northern_View,38.982292,-76.938112,800
3507,2019-11-05T14:30:00Z,14,30,118,9,347,14,14,South_Gate_Northern_View,38.982292,-76.938112,502
3508,2019-11-05T14:45:00Z,14,45,107,11,345,15,18,South_Gate_Northern_View,38.982292,-76.938112,496
3509,2019-11-05T15:00:00Z,15,00,61,14,312,13,15,South_Gate_Northern_View,38.982292,-76.938112,415
3510,2019-11-05T15:15:00Z,15,15,100,21,310,20,16,South_Gate_Northern_View,38.982292,-76.938112,467
3511,2019-11-05T15:30:00Z,15,30,510,40,417,9,20,South_Gate_Northern_View,38.982292,-76.938112,996
3512,2019-11-05T15:45:00Z,15,45,606,104,491,11,25,South_Gate_Northern_View,38.982292,-76.938112,1237
3513,2019-11-05T16:00:00Z,16,00,232,34,433,17,25,South_Gate_Northern_View,38.982292,-76.938112,741
3514,2019-11-05T16:15:00Z,16,15,172,9,374,9,18,South_Gate_Northern_View,38.982292,-76.938112,582
3515,2019-11-05T16:30:00Z,16,30,140,16,371,12,27,South_Gate_Northern_View,38.982292,-76.938112,566
3516,2019-11-05T16:45:00Z,16,45,314,46,445,14,17,South_Gate_Northern_View,38.982292,-76.938112,836
3517,2019-11-05T17:00:00Z,17,00,441,56,366,9,10,South_Gate_Northern_View,38.982292,-76.938112,882
3518,2019-11-05T17:15:00Z,17,15,705,51,441,11,8,South_Gate_Northern_View,38.982292,-76.938112,1216
3519,2019-11-05T17:30:00Z,17,30,326,53,504,9,20,South_Gate_Northern_View,38.982292,-76.938112,912
3520,2019-11-05T17:45:00Z,17,45,165,15,441,6,22,South_Gate_Northern_View,38.982292,-76.938112,649
3521,2019-11-05T18:00:00Z,18,00,213,34,415,8,11,South_Gate_Northern_View,38.982292,-76.938112,681
3522,2019-11-05T18:15:00Z,18,15,187,43,377,5,14,South_Gate_Northern_View,38.982292,-76.938112,626
3523,2019-11-05T18:30:00Z,18,30,406,55,459,8,18,South_Gate_Northern_View,38.982292,-76.938112,946
3524,2019-11-05T18:45:00Z,18,45,705,123,449,7,9,South_Gate_Northern_View,38.982292,-76.938112,1293
3525,2019-11-05T19:00:00Z,19,00,271,55,459,6,16,South_Gate_Northern_View,38.982292,-76.938112,807
3526,2019-11-05T19:15:00Z,19,15,195,81,430,10,13,South_Gate_Northern_View,38.982292,-76.938112,729
3527,2019-11-05T19:30:00Z,19,30,186,32,435,6,11,South_Gate_Northern_View,38.982292,-76.938112,670
3528,2019-11-05T19:45:00Z,19,45,225,63,456,6,8,South_Gate_Northern_View,38.982292,-76.938112,758
3529,2019-11-05T20:00:00Z,20,00,228,31,463,8,8,South_Gate_Northern_View,38.982292,-76.938112,738
3530,2019-11-05T20:15:00Z,20,15,471,116,466,15,19,South_Gate_Northern_View,38.982292,-76.938112,1087
3531,2019-11-05T20:30:00Z,20,30,249,58,496,13,14,South_Gate_Northern_View,38.982292,-76.938112,830
3532,2019-11-05T20:45:00Z,20,45,201,47,480,8,9,South_Gate_Northern_View,38.982292,-76.938112,745
3533,2019-11-05T21:00:00Z,21,00,259,67,570,15,18,South_Gate_Northern_View,38.982292,-76.938112,929
3534,2019-11-05T21:15:00Z,21,15,241,44,564,18,11,South_Gate_Northern_View,38.982292,-76.938112,878
3535,2019-11-05T21:30:00Z,21,30,389,75,583,7,12,South_Gate_Northern_View,38.982292,-76.938112,1066
3536,2019-11-05T21:45:00Z,21,45,533,89,640,11,9,South_Gate_Northern_View,38.982292,-76.938112,1282
3537,2019-11-05T22:00:00Z,22,00,271,50,661,10,11,South_Gate_Northern_View,38.982292,-76.938112,1003
3538,2019-11-05T22:15:00Z,22,15,196,10,489,4,4,South_Gate_Northern_View,38.982292,-76.938112,703
3539,2019-11-05T22:30:00Z,22,30,136,1,330,5,1,South_Gate_Northern_View,38.982292,-76.938112,473
3540,2019-11-05T22:45:00Z,22,45,119,15,398,6,1,South_Gate_Northern_View,38.982292,-76.938112,539
3541,2019-11-05T23:00:00Z,23,00,99,3,337,8,1,South_Gate_Northern_View,38.982292,-76.938112,448
3542,2019-11-05T23:15:00Z,23,15,96,0,331,11,1,South_Gate_Northern_View,38.982292,-76.938112,439
3543,2019-11-05T23:30:00Z,23,30,82,7,316,8,1,South_Gate_Northern_View,38.982292,-76.938112,414
3544,2019-11-05T23:45:00Z,23,45,92,3,273,10,1,South_Gate_Northern_View,38.982292,-76.938112,379
3545,2019-11-06T00:00:00Z,00,00,83,4,263,7,0,South_Gate_Northern_View,38.982292,-76.938112,357
3546,2019-11-06T00:15:00Z,00,15,54,0,278,13,1,South_Gate_Northern_View,38.982292,-76.938112,346
3547,2019-11-06T00:30:00Z,00,30,41,1,220,10,9,South_Gate_Northern_View,38.982292,-76.938112,281
3548,2019-11-06T00:45:00Z,00,45,29,1,166,12,3,South_Gate_Northern_View,38.982292,-76.938112,211
3549,2019-11-06T01:00:00Z,01,00,65,2,136,8,2,South_Gate_Northern_View,38.982292,-76.938112,213
3550,2019-11-06T01:15:00Z,01,15,62,1,117,7,1,South_Gate_Northern_View,38.982292,-76.938112,188
3551,2019-11-06T01:30:00Z,01,30,78,7,163,9,1,South_Gate_Northern_View,38.982292,-76.938112,258
3552,2019-11-06T01:45:00Z,01,45,70,23,136,7,3,South_Gate_Northern_View,38.982292,-76.938112,239
3553,2019-11-06T02:00:00Z,02,00,46,33,154,16,4,South_Gate_Northern_View,38.982292,-76.938112,253
3554,2019-11-06T02:15:00Z,02,15,53,12,180,4,4,South_Gate_Northern_View,38.982292,-76.938112,253
3555,2019-11-06T02:30:00Z,02,30,50,3,206,7,3,South_Gate_Northern_View,38.982292,-76.938112,269
3556,2019-11-06T02:45:00Z,02,45,37,1,176,6,2,South_Gate_Northern_View,38.982292,-76.938112,222
3557,2019-11-06T03:00:00Z,03,00,13,7,148,11,4,South_Gate_Northern_View,38.982292,-76.938112,183
3558,2019-11-06T03:15:00Z,03,15,25,0,90,9,0,South_Gate_Northern_View,38.982292,-76.938112,124
3559,2019-11-06T03:30:00Z,03,30,18,4,108,9,11,South_Gate_Northern_View,38.982292,-76.938112,150
3560,2019-11-06T03:45:00Z,03,45,40,8,79,9,6,South_Gate_Northern_View,38.982292,-76.938112,142
3561,2019-11-06T04:00:00Z,04,00,10,2,85,7,2,South_Gate_Northern_View,38.982292,-76.938112,106
3562,2019-11-06T04:15:00Z,04,15,10,0,94,11,2,South_Gate_Northern_View,38.982292,-76.938112,117
3563,2019-11-06T04:30:00Z,04,30,10,1,87,7,1,South_Gate_Northern_View,38.982292,-76.938112,106
3564,2019-11-06T04:45:00Z,04,45,5,0,74,8,2,South_Gate_Northern_View,38.982292,-76.938112,89
3565,2019-11-06T05:00:00Z,05,00,9,1,55,3,11,South_Gate_Northern_View,38.982292,-76.938112,79
3566,2019-11-06T05:15:00Z,05,15,12,1,35,5,25,South_Gate_Northern_View,38.982292,-76.938112,78
