Column,time,hours,minutes,pedestrians,bicyclists,cars,buses,trucks,location,long,lat,total
1,2019-10-28T04:00:00Z,04,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
2,2019-10-28T04:15:00Z,04,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
3,2019-10-28T04:30:00Z,04,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
4,2019-10-28T04:45:00Z,04,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
5,2019-10-28T05:00:00Z,05,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
6,2019-10-28T05:15:00Z,05,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
7,2019-10-28T05:30:00Z,05,30,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
8,2019-10-28T05:45:00Z,05,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
9,2019-10-28T06:00:00Z,06,00,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
10,2019-10-28T06:15:00Z,06,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
11,2019-10-28T06:30:00Z,06,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
12,2019-10-28T06:45:00Z,06,45,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
13,2019-10-28T07:00:00Z,07,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
14,2019-10-28T07:15:00Z,07,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
15,2019-10-28T07:30:00Z,07,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
16,2019-10-28T07:45:00Z,07,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
17,2019-10-28T08:00:00Z,08,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
18,2019-10-28T08:15:00Z,08,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
19,2019-10-28T08:30:00Z,08,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
20,2019-10-28T08:45:00Z,08,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
21,2019-10-28T09:00:00Z,09,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
22,2019-10-28T09:15:00Z,09,15,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
23,2019-10-28T09:30:00Z,09,30,2,3,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,6
24,2019-10-28T09:45:00Z,09,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
25,2019-10-28T10:00:00Z,10,00,0,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,4
26,2019-10-28T10:15:00Z,10,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
27,2019-10-28T10:30:00Z,10,30,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
28,2019-10-28T10:45:00Z,10,45,2,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,4
29,2019-10-28T11:00:00Z,11,00,1,1,15,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,18
30,2019-10-28T11:15:00Z,11,15,1,0,75,4,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,85
31,2019-10-28T11:30:00Z,11,30,2,0,100,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,110
32,2019-10-28T11:45:00Z,11,45,3,0,149,7,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,165
33,2019-10-28T12:00:00Z,12,00,5,0,134,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,147
34,2019-10-28T12:15:00Z,12,15,12,1,98,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,118
35,2019-10-28T12:30:00Z,12,30,6,0,141,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,154
36,2019-10-28T12:45:00Z,12,45,0,0,149,4,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,154
37,2019-10-28T13:00:00Z,13,00,4,2,136,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,144
38,2019-10-28T13:15:00Z,13,15,2,0,131,5,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,143
39,2019-10-28T13:30:00Z,13,30,11,1,189,1,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,208
40,2019-10-28T13:45:00Z,13,45,11,4,153,7,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,180
41,2019-10-28T14:00:00Z,14,00,8,1,128,1,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,143
42,2019-10-28T14:15:00Z,14,15,9,1,111,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,127
43,2019-10-28T14:30:00Z,14,30,1,0,151,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,156
44,2019-10-28T14:45:00Z,14,45,8,1,155,1,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,172
45,2019-10-28T15:00:00Z,15,00,5,4,129,2,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,148
46,2019-10-28T15:15:00Z,15,15,3,1,83,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,95
47,2019-10-28T15:30:00Z,15,30,2,3,110,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,124
48,2019-10-28T15:45:00Z,15,45,5,0,127,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,136
49,2019-10-28T16:00:00Z,16,00,6,1,119,1,11,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,138
50,2019-10-28T16:15:00Z,16,15,2,2,99,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,112
51,2019-10-28T16:30:00Z,16,30,4,5,89,1,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,105
52,2019-10-28T16:45:00Z,16,45,3,1,108,3,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,119
53,2019-10-28T17:00:00Z,17,00,6,0,99,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,109
54,2019-10-28T17:15:00Z,17,15,3,1,88,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,99
55,2019-10-28T17:30:00Z,17,30,1,0,93,0,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,95
56,2019-10-28T17:45:00Z,17,45,6,0,109,2,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,120
57,2019-10-28T18:00:00Z,18,00,7,3,127,5,13,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,155
58,2019-10-28T18:15:00Z,18,15,8,1,56,2,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,75
59,2019-10-28T18:30:00Z,18,30,6,7,80,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,95
60,2019-10-28T18:45:00Z,18,45,7,0,89,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,98
61,2019-10-28T19:00:00Z,19,00,13,1,109,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,128
62,2019-10-28T19:15:00Z,19,15,7,1,102,4,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,119
63,2019-10-28T19:30:00Z,19,30,5,2,62,4,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,75
64,2019-10-28T19:45:00Z,19,45,0,1,67,2,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,71
65,2019-10-28T20:00:00Z,20,00,1,0,47,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,48
66,2019-10-28T20:15:00Z,20,15,6,3,67,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,77
67,2019-10-28T20:30:00Z,20,30,7,3,68,3,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,81
68,2019-10-28T20:45:00Z,20,45,3,0,64,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,67
69,2019-10-28T21:00:00Z,21,00,1,5,69,2,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,77
70,2019-10-28T21:15:00Z,21,15,13,1,99,2,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,115
71,2019-10-28T21:30:00Z,21,30,5,0,122,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,132
72,2019-10-28T21:45:00Z,21,45,14,14,133,4,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,171
73,2019-10-28T22:00:00Z,22,00,5,0,187,1,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,195
74,2019-10-28T22:15:00Z,22,15,5,0,186,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,200
75,2019-10-28T22:30:00Z,22,30,0,2,40,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,42
76,2019-10-28T22:45:00Z,22,45,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
77,2019-10-28T23:00:00Z,23,00,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
78,2019-10-28T23:15:00Z,23,15,0,0,7,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,7
79,2019-10-28T23:30:00Z,23,30,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
80,2019-10-28T23:45:00Z,23,45,0,0,7,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,7
81,2019-10-29T00:00:00Z,00,00,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
82,2019-10-29T00:15:00Z,00,15,1,1,2,0,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
83,2019-10-29T00:30:00Z,00,30,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
84,2019-10-29T00:45:00Z,00,45,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
85,2019-10-29T01:00:00Z,01,00,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
86,2019-10-29T01:15:00Z,01,15,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
87,2019-10-29T01:30:00Z,01,30,0,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,4
88,2019-10-29T01:45:00Z,01,45,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
89,2019-10-29T02:00:00Z,02,00,1,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
90,2019-10-29T02:15:00Z,02,15,2,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
91,2019-10-29T02:30:00Z,02,30,0,1,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
92,2019-10-29T02:45:00Z,02,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
93,2019-10-29T03:00:00Z,03,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
94,2019-10-29T03:15:00Z,03,15,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
95,2019-10-29T03:30:00Z,03,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
96,2019-10-29T03:45:00Z,03,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
97,2019-10-29T04:00:00Z,04,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
98,2019-10-29T04:15:00Z,04,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
99,2019-10-29T04:30:00Z,04,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
100,2019-10-29T04:45:00Z,04,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
101,2019-10-29T05:00:00Z,05,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
102,2019-10-29T05:15:00Z,05,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
103,2019-10-29T05:30:00Z,05,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
104,2019-10-29T05:45:00Z,05,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
105,2019-10-29T06:00:00Z,06,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
106,2019-10-29T06:15:00Z,06,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
107,2019-10-29T06:30:00Z,06,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
108,2019-10-29T06:45:00Z,06,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
109,2019-10-29T07:00:00Z,07,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
110,2019-10-29T07:15:00Z,07,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
111,2019-10-29T07:30:00Z,07,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
112,2019-10-29T07:45:00Z,07,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
113,2019-10-29T08:00:00Z,08,00,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
114,2019-10-29T08:15:00Z,08,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
115,2019-10-29T08:30:00Z,08,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
116,2019-10-29T08:45:00Z,08,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
117,2019-10-29T09:00:00Z,09,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
118,2019-10-29T09:15:00Z,09,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
119,2019-10-29T09:30:00Z,09,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
120,2019-10-29T09:45:00Z,09,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
121,2019-10-29T10:00:00Z,10,00,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
122,2019-10-29T10:15:00Z,10,15,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
123,2019-10-29T10:30:00Z,10,30,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
124,2019-10-29T10:45:00Z,10,45,5,2,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,9
125,2019-10-29T11:00:00Z,11,00,0,0,18,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,18
126,2019-10-29T11:15:00Z,11,15,3,0,54,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,63
127,2019-10-29T11:30:00Z,11,30,11,0,102,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,122
128,2019-10-29T11:45:00Z,11,45,5,1,128,8,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,151
129,2019-10-29T12:00:00Z,12,00,28,6,157,4,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,205
130,2019-10-29T12:15:00Z,12,15,1,0,178,6,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,190
131,2019-10-29T12:30:00Z,12,30,16,1,201,5,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,224
132,2019-10-29T12:45:00Z,12,45,20,9,273,3,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,315
133,2019-10-29T13:00:00Z,13,00,12,0,360,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,376
134,2019-10-29T13:15:00Z,13,15,25,0,255,4,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,293
135,2019-10-29T13:30:00Z,13,30,10,0,244,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,262
136,2019-10-29T13:45:00Z,13,45,20,9,146,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,186
137,2019-10-29T14:00:00Z,14,00,11,1,105,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,126
138,2019-10-29T14:15:00Z,14,15,11,2,163,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,180
139,2019-10-29T14:30:00Z,14,30,11,0,260,2,14,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,287
140,2019-10-29T14:45:00Z,14,45,9,1,226,3,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,247
141,2019-10-29T15:00:00Z,15,00,12,4,147,4,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,174
142,2019-10-29T15:15:00Z,15,15,4,0,95,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,108
143,2019-10-29T15:30:00Z,15,30,5,2,134,5,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,153
144,2019-10-29T15:45:00Z,15,45,12,2,128,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,146
145,2019-10-29T16:00:00Z,16,00,10,1,198,1,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,219
146,2019-10-29T16:15:00Z,16,15,15,0,191,3,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,216
147,2019-10-29T16:30:00Z,16,30,15,8,136,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,168
148,2019-10-29T16:45:00Z,16,45,2,0,142,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,149
149,2019-10-29T17:00:00Z,17,00,12,0,156,2,11,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,181
150,2019-10-29T17:15:00Z,17,15,22,4,144,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,181
151,2019-10-29T17:30:00Z,17,30,10,0,189,1,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,205
152,2019-10-29T17:45:00Z,17,45,15,4,167,3,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,199
153,2019-10-29T18:00:00Z,18,00,22,1,155,6,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,193
154,2019-10-29T18:15:00Z,18,15,21,1,148,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,179
155,2019-10-29T18:30:00Z,18,30,5,1,161,1,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,178
156,2019-10-29T18:45:00Z,18,45,6,2,132,3,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,152
157,2019-10-29T19:00:00Z,19,00,17,3,146,3,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,176
158,2019-10-29T19:15:00Z,19,15,22,0,214,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,245
159,2019-10-29T19:30:00Z,19,30,17,20,188,3,13,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,241
160,2019-10-29T19:45:00Z,19,45,28,7,173,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,219
161,2019-10-29T20:00:00Z,20,00,23,1,188,1,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,223
162,2019-10-29T20:15:00Z,20,15,9,0,207,7,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,228
163,2019-10-29T20:30:00Z,20,30,14,3,189,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,214
164,2019-10-29T20:45:00Z,20,45,49,31,263,2,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,352
165,2019-10-29T21:00:00Z,21,00,24,5,268,5,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,311
166,2019-10-29T21:15:00Z,21,15,24,14,241,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,290
167,2019-10-29T21:30:00Z,21,30,14,4,185,4,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,211
168,2019-10-29T21:45:00Z,21,45,8,2,192,3,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,209
169,2019-10-29T22:00:00Z,22,00,13,1,214,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,234
170,2019-10-29T22:15:00Z,22,15,9,1,214,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,228
171,2019-10-29T22:30:00Z,22,30,0,0,35,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,35
172,2019-10-29T22:45:00Z,22,45,0,0,11,1,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,14
173,2019-10-29T23:00:00Z,23,00,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
174,2019-10-29T23:15:00Z,23,15,1,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
175,2019-10-29T23:30:00Z,23,30,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
176,2019-10-29T23:45:00Z,23,45,1,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,6
177,2019-10-30T00:00:00Z,00,00,1,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
178,2019-10-30T00:15:00Z,00,15,2,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,7
179,2019-10-30T00:30:00Z,00,30,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
180,2019-10-30T00:45:00Z,00,45,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,3
181,2019-10-30T01:00:00Z,01,00,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
182,2019-10-30T01:15:00Z,01,15,0,0,3,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,4
183,2019-10-30T01:30:00Z,01,30,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,5
184,2019-10-30T01:45:00Z,01,45,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
185,2019-10-30T02:00:00Z,02,00,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
186,2019-10-30T02:15:00Z,02,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
187,2019-10-30T02:30:00Z,02,30,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
188,2019-10-30T02:45:00Z,02,45,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
189,2019-10-30T03:00:00Z,03,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
190,2019-10-30T03:15:00Z,03,15,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
191,2019-10-30T03:30:00Z,03,30,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
192,2019-10-30T03:45:00Z,03,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
193,2019-10-30T04:00:00Z,04,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
194,2019-10-30T04:15:00Z,04,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
195,2019-10-30T04:30:00Z,04,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
196,2019-10-30T04:45:00Z,04,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
197,2019-10-30T05:00:00Z,05,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
198,2019-10-30T05:15:00Z,05,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
199,2019-10-30T05:30:00Z,05,30,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
200,2019-10-30T05:45:00Z,05,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
201,2019-10-30T06:00:00Z,06,00,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
202,2019-10-30T06:15:00Z,06,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
203,2019-10-30T06:30:00Z,06,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
204,2019-10-30T06:45:00Z,06,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
205,2019-10-30T07:00:00Z,07,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
206,2019-10-30T07:15:00Z,07,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
207,2019-10-30T07:30:00Z,07,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
208,2019-10-30T07:45:00Z,07,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
209,2019-10-30T08:00:00Z,08,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
210,2019-10-30T08:15:00Z,08,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
211,2019-10-30T08:30:00Z,08,30,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
212,2019-10-30T08:45:00Z,08,45,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
213,2019-10-30T09:00:00Z,09,00,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
214,2019-10-30T09:15:00Z,09,15,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
215,2019-10-30T09:30:00Z,09,30,1,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
216,2019-10-30T09:45:00Z,09,45,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,0
217,2019-10-30T10:00:00Z,10,00,1,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
218,2019-10-30T10:15:00Z,10,15,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,1
219,2019-10-30T10:30:00Z,10,30,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,2
220,2019-10-30T10:45:00Z,10,45,3,0,6,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,9
221,2019-10-30T11:00:00Z,11,00,3,0,12,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683,15
